division	team_name	first_name	last_name	height	year
mens-d1	Longwood	Elijah	Tucker	6'8"	Sr
mens-d1	Longwood	Jerome	Williams	6'0"	Fr
mens-d1	Louisiana	Michael	Collins	6'1"	Fr
mens-d1	Louisiana Tech	Sir Issac	Herron	6'10"	Sr
mens-d1	Louisiana Tech	William	Jeffress	6'8"	Sr
mens-d1	Louisiana Tech	Scooter	Williams Jr	6'4"	Sr
mens-d1	Loyola Chicago	Nicolus	Anderson	6'4"	Fr
mens-d1	Loyola Chicago	Chuck	Love III	6'7"	Fr
mens-d1	Loyola Chicago	Samuel	Yurasek	6'3"	Jr
mens-d1	Loyola Maryland	Emmett	Adair	6'9"	Fr
mens-d1	Loyola Maryland	Everett	Barnes	6'9"	Fr
mens-d1	Loyola Maryland	Carter	Berg-McLean	6'6"	Fr
mens-d1	Loyola Maryland	Garrett	Brennan	6'5"	Fr
mens-d1	Loyola Maryland	Troy	Cicero Jr	6'3"	Jr
mens-d1	Loyola Maryland	Tyson	Commander	6'6"	Fr
mens-d1	Loyola Maryland	Sebastien	Emenalo	6'8"	Fr
mens-d1	Loyola Maryland	Ben	Menker	6'4"	Fr
mens-d1	Loyola Maryland	Jonas	Sirtautas	6'9"	Fr
mens-d1	Loyola Maryland	Braeden	Speed	6'3"	Jr
mens-d1	Loyola Maryland	Peter	Sposito	6'6"	Fr
mens-d1	Loyola Maryland	Sam	Springer	6'3"	Fr
mens-d1	Loyola Maryland	Jordan	Stiemke	6'5"	Jr
mens-d1	Loyola Maryland	Jacob	Theodosiou	6'5"	Jr
mens-d1	Manhattan	Asier	Miguel Torrero	6'4"	Fr
mens-d1	Marist	Rhyjon	Blackwell	6'0"	Sr
mens-d1	Marist	Jadin	Collins-Roberts	6'1"	Jr
mens-d1	Marist	Jaden	Daughtry	6'7"	Sr
mens-d1	Marist	Jordan	Gabriel	6'9"	Fr
mens-d1	Marist	Parby	Kabamba	6'6"	So
mens-d1	Marist	Martin	Kawa	6'4"	Sr
mens-d1	Marist	Elijah	Lewis	6'5"	Sr
mens-d1	Marist	Ricky	McKenzie	6'5"	Fr
mens-d1	Marist	Justin	Menard	6'3"	So
mens-d1	Marist	Myles	Parker	6'8"	Fr
mens-d1	Marist	Trace	Salton	6'5"	Sr
mens-d1	Marist	Jason	Schofield	6'10"	So
mens-d1	Marist	Antoni	Vlogianitis	6'4"	So
mens-d1	Marist	Tarik	Watson	6'8"	So
mens-d1	Marquette	Josh	Clark	7'1"	So
mens-d1	Marquette	Zaide	Lowery	6'5"	Jr
mens-d1	Maryland	Guillermo	Del Pino Luque	6'5"	Fr
mens-d1	Massachusetts	Marcus	Banks	6'3"	Sr
mens-d1	Massachusetts	Leonardo	Bettiol	6'9"	Sr
mens-d1	Massachusetts	Donovan	Brown	6'2"	Sr
mens-d1	Massachusetts	Danny	Carbuccia	6'0"	Jr
mens-d1	Massachusetts	Rollie	Castineyra	6'2"	So
mens-d1	Massachusetts	Dimitri	Clerc	6'10"	Jr
mens-d1	Massachusetts	Luka	Damjanac	6'10"	So
mens-d1	Massachusetts	Daniel	Hankins-Sanford	6'8"	Sr
mens-d1	Massachusetts	Jayden	Ndjigue	6'4"	Jr
mens-d1	Massachusetts	Charles	Outlaw	6'9"	Jr
mens-d1	Massachusetts	K'Jei	Parker	6'2"	Jr
mens-d1	Massachusetts	Isaiah	Placide	6'4"	Sr
mens-d1	Massachusetts	Dwayne	Wimbley, Jr	6'6"	Fr
mens-d1	McNeese	Tyshawn	Archie	6'1"	Jr
mens-d1	McNeese	Carl	Cherenfant	6'5"	Jr
mens-d1	McNeese	Jerrell	Colbert	6'10"	Sr
mens-d1	McNeese	Garwey	Dual	6'5"	Jr
mens-d1	McNeese	Jacolb	Fredson-Cole	6'7"	So
mens-d1	McNeese	Javohn	Garcia	6'3"	Sr
mens-d1	McNeese	Larry	Johnson	6'4"	Fr
mens-d1	McNeese	Peitok	Machar	6'10"	So
mens-d1	McNeese	Yanis	Ndjonga	6'8"	Jr
mens-d1	McNeese	JJ	Rembert	5'10"	Fr
mens-d1	McNeese	DJ	Richards	6'4"	Sr
mens-d1	Mercyhurst	Bernie	Blunt	5'11"	Sr
mens-d1	Mercyhurst	Or	Faran Frenkel	6'5"	Fr
mens-d1	Mercyhurst	Mykolaus	Ivanauskas	6'8"	So
mens-d1	Mercyhurst	Christopher	Leman	6'9"	Fr
mens-d1	Merrimack	Todd	Brogna	6'7"	Jr
mens-d1	Merrimack	Aliou	Cisse	6'7"	Sr
mens-d1	Merrimack	Tye	Dorset	6'3"	So
mens-d1	Merrimack	Malik	Edmead	5'10"	Sr
mens-d1	Merrimack	Brendan	Johnson	6'4"	Fr
mens-d1	Merrimack	Kevair	Kennedy	6'2"	Fr
